date,team,player,position,acquired,relinquished,notes,source,scraped_at,injury_status,injury_comment,injury_type,is_injury,is_return,processed_at
2025-08-09,UNK,Lloyd Cushenberry III,C,,Lloyd Cushenberry III,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.852784,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Will Levis,QB,,Will Levis,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.852784,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Treylon Burks,WR,,Treylon Burks,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.852784,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,T'Vondre Sweat,DT,,T'Vondre Sweat,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.852784,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Blake Hance,G,,Blake Hance,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.852784,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Chandler Brewer,OT,,Chandler Brewer,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.852784,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Desmond Watson,DT,,Desmond Watson,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.848784,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Michael Pratt,QB,,Michael Pratt,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.847784,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Anthony Walker Jr.,LB,,Anthony Walker Jr.,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.847784,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Trey Palmer,WR,,Trey Palmer,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.847784,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kameron Johnson,WR,,Kameron Johnson,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.847784,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Yetur Gross-Matos,DE,,Yetur Gross-Matos,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.838786,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Renardo Green,CB,,Renardo Green,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jacob Cowing,WR,,Jacob Cowing,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Tarron Jackson,DE,,Tarron Jackson,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.837785,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jalen Carter,DT,,Jalen Carter,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.828786,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Nolan Smith Jr.,LB,,Nolan Smith Jr.,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.828786,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,A.J. Brown,WR,,A.J. Brown,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.828786,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Landon Dickerson,G,,Landon Dickerson,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Elijah Cooks,WR,,Elijah Cooks,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Zack Baun,LB,,Zack Baun,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Terrace Marshall Jr.,WR,,Terrace Marshall Jr.,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Montrell Johnson Jr.,RB,,Montrell Johnson Jr.,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Byron Young,DT,,Byron Young,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Cameron Latu,TE,,Cameron Latu,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kenyon Green,G,,Kenyon Green,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Charley Hughlett,LS,,Charley Hughlett,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.827785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jermaine Johnson,LB,,Jermaine Johnson,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.823785,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Irvin Charles,WR,,Irvin Charles,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.823785,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Quinnen Williams,DT,,Quinnen Williams,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.823785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Gus Hartwig,C,,Gus Hartwig,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.823785,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Malachi Moore,S,,Malachi Moore,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.823785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,John Simpson,G,,John Simpson,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.823785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kris Boyd,CB,,Kris Boyd,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.822785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Nakobe Dean,LB,,Nakobe Dean,Status: Aug 16 - Out,ESPN_WEB,2025-08-09T19:18:24.828786,Aug 16,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Deon Bush,S,,Deon Bush,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.790796,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Calvin Austin III,WR,,Calvin Austin III,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Alex Highsmith,LB,,Alex Highsmith,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Deommodore Lenoir,CB,,Deommodore Lenoir,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Isaac Guerendo,RB,,Isaac Guerendo,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jauan Jennings,WR,,Jauan Jennings,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kevin Givens,DT,,Kevin Givens,Status: Sep 7 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Sep 7,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kyle Juszczyk,FB,,Kyle Juszczyk,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Ji'Ayir Brown,S,,Ji'Ayir Brown,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Sam Okuayinonu,DT,,Sam Okuayinonu,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Evan Anderson,DT,,Evan Anderson,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Brandon Aiyuk,WR,,Brandon Aiyuk,Status: Sep 7 - Out,ESPN_WEB,2025-08-09T19:18:24.837785,Sep 7,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jordan James,RB,,Jordan James,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Mykel Williams,DE,,Mykel Williams,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.837785,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Equanimeous St. Brown,WR,,Equanimeous St. Brown,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.837785,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Donald Parham Jr.,TE,,Donald Parham Jr.,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.832786,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Broderick Jones,OT,,Broderick Jones,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Cory Trice Jr.,CB,,Cory Trice Jr.,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jacob Slade,DT,,Jacob Slade,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.832786,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Dean Lowry,DT,,Dean Lowry,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.832786,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Calvin Anderson,OT,,Calvin Anderson,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Joey Porter Jr.,CB,,Joey Porter Jr.,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Will Howard,QB,,Will Howard,Status: Aug 21 - Questionable,ESPN_WEB,2025-08-09T19:18:24.832786,Aug 21,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Eric Scott Jr.,CB,,Eric Scott Jr.,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.790796,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Rashee Rice,WR,,Rashee Rice,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.790796,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Hollywood Brown,WR,,Hollywood Brown,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.790796,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Mike Gesicki,TE,,Mike Gesicki,Status: Aug 18 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 18,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Dax Hill,CB,,Dax Hill,Status: Aug 18 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 18,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Geno Stone,S,,Geno Stone,Status: Aug 23 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 23,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Andrew Billings,DT,,Andrew Billings,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jaylon Johnson,CB,,Jaylon Johnson,Status: Aug 10 - Out,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Shemar Turner,DT,,Shemar Turner,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Ricky Stromberg,C,,Ricky Stromberg,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Deion Hankins,RB,,Deion Hankins,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Cedric Johnson,DE,,Cedric Johnson,Status: Aug 18 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 18,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Miles Boykin,WR,,Miles Boykin,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Roschon Johnson,RB,,Roschon Johnson,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Doug Kramer Jr.,C,,Doug Kramer Jr.,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jordan Murray,TE,,Jordan Murray,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.765795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kyler Gordon,CB,,Kyler Gordon,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jonathon Brooks,RB,,Jonathon Brooks,Status: Feb 9 - Out,ESPN_WEB,2025-08-09T19:18:24.764795,Feb 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Popo Aumavae,DT,,Popo Aumavae,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.764795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Derrick Brown,DE,,Derrick Brown,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Chandler Zavala,G,,Chandler Zavala,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kiran Amegadjie,OT,,Kiran Amegadjie,Status: Aug 10 - Questionable,ESPN_WEB,2025-08-09T19:18:24.765795,Aug 10,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Marco Wilson,CB,,Marco Wilson,Status: Aug 18 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 18,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Erick All Jr.,TE,,Erick All Jr.,Status: Feb 9 - Out,ESPN_WEB,2025-08-09T19:18:24.767795,Feb 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,B.J. Hill,DT,,B.J. Hill,Status: Aug 18 - Questionable,ESPN_WEB,2025-08-09T19:18:24.767795,Aug 18,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Mazi Smith,DT,,Mazi Smith,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.771795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jaydon Blue,RB,,Jaydon Blue,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.771795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Dakoda Shepley,OT,,Dakoda Shepley,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.771795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Micah Parsons,DE,,Micah Parsons,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.771795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Rob Jones,G,,Rob Jones,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.771795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jake Ferguson,TE,,Jake Ferguson,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.770795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jeremiah Owusu-Koramoah,LB,,Jeremiah Owusu-Koramoah,Status: Feb 9 - Out,ESPN_WEB,2025-08-09T19:18:24.769795,Feb 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Justin Osborne,C,,Justin Osborne,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.769795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Deshaun Watson,QB,,Deshaun Watson,Status: Aug 16 - Out,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Mike Hall Jr.,DT,,Mike Hall Jr.,Status: Aug 16 - Out,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,David Bell,WR,,David Bell,Status: Aug 16 - Out,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Martin Emerson Jr.,CB,,Martin Emerson Jr.,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.769795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Greg Newsome II,CB,,Greg Newsome II,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kenny Pickett,QB,,Kenny Pickett,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Dillon Gabriel,QB,,Dillon Gabriel,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.769795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Anthony Kendall,CB,,Anthony Kendall,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.769795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Luke Floriea,WR,,Luke Floriea,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.768795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Gage Larvadain,WR,,Gage Larvadain,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.768795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,LaMareon James,CB,,LaMareon James,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.768795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Tommy Tremble,TE,,Tommy Tremble,Status: Aug 16 - Out,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Jaycee Horn,CB,,Jaycee Horn,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Claudin Cherelus,LB,,Claudin Cherelus,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Hunter Renfrow,WR,,Hunter Renfrow,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.764795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Marcus Major Jr.,RB,,Marcus Major Jr.,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Kyle Hamilton,S,,Kyle Hamilton,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Bilhal Kone,CB,,Bilhal Kone,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.761795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,T.J. Tampa,CB,,T.J. Tampa,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,William Kwenkeu,LB,,William Kwenkeu,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Robert Longerbeam,CB,,Robert Longerbeam,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.760796,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Troy Andersen,LB,,Troy Andersen,Status: Aug 15 - Out,ESPN_WEB,2025-08-09T19:18:24.760796,Aug 15,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Malik Verdon,S,,Malik Verdon,Status: Aug 15 - Out,ESPN_WEB,2025-08-09T19:18:24.760796,Aug 15,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Darnell Mooney,WR,,Darnell Mooney,Status: Aug 22 - Questionable,ESPN_WEB,2025-08-09T19:18:24.760796,Aug 22,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Blake Gillikin,P,,Blake Gillikin,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Sean Murphy-Bunting,CB,,Sean Murphy-Bunting,Status: Feb 9 - Out,ESPN_WEB,2025-08-09T19:18:24.759795,Feb 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Walter Nolen III,DT,,Walter Nolen III,Status: Aug 23 - Out,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 23,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Bilal Nichols,DT,,Bilal Nichols,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,J.J. Russell,LB,,J.J. Russell,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Starling Thomas V,CB,,Starling Thomas V,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.759795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Quez Watkins,WR,,Quez Watkins,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.759795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,BJ Ojulari,LB,,BJ Ojulari,Status: Aug 9 - Out,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 9,Out,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Joey Blount,S,,Joey Blount,Status: Aug 9 - Questionable,ESPN_WEB,2025-08-09T19:18:24.759795,Aug 9,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Valentin Senn,OT,,Valentin Senn,Status: Feb 9 - Injured Reserve,ESPN_WEB,2025-08-09T19:18:24.759795,Feb 9,Injured Reserve,other,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Keaton Mitchell,RB,,Keaton Mitchell,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Tyler Guyton,OT,,Tyler Guyton,Status: Aug 22 - Questionable,ESPN_WEB,2025-08-09T19:18:24.771795,Aug 22,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Rasheen Ali,RB,,Rasheen Ali,Status: Aug 16 - Questionable,ESPN_WEB,2025-08-09T19:18:24.761795,Aug 16,Questionable,status_update,True,False,2025-08-09T19:18:24.870784
2025-08-09,UNK,Ar'Darius Washington,S,,Ar'Darius Washington,Status: Dec 7 - Out,ESPN_WEB,2025-08-09T19:18:24.761795,Dec 7,Out,status_update,True,False,2025-08-09T19:18:24.870784
